CCS DB ID;MANUFACTURER NAME (official name listed on website);MANUFACTURER PART NUMBER;MANUFACTURER PART NUMBER (Additional);SHORT DESCRIPTION;PRODUCT NAME;Sub-Brand Name;Series/Model;UPC (w/check digit);TS COMMODITY CODE;TS COMMODITY CODE DESCRIPTION_1;TS COMMODITY CODE DESCRIPTION_2;TS COMMODITY CODE DESCRIPTION_3;TS COMMODITY CODE DESCRIPTION_4;TS COMMODITY CODE DESCRIPTION_5;UNSPSC CODE;TS SCHEMA LEAF CLASS NUMBER;TS SCHEMA PARENT CLASS NAME;TS SCHEMA LEAF CLASS NAME;Attribute Name_1;Attribute Value_1;Attribute Name_2;Attribute Value_2;Attribute Name_3;Attribute Value_3;Attribute Name_4;Attribute Value_4;Attribute Name_5;Attribute Value_5;Attribute Name_6;Attribute Value_6;Attribute Name_7;Attribute Value_7;Attribute Name_8;Attribute Value_8;Attribute Name_9;Attribute Value_9;Attribute Name_10;Attribute Value_10;Attribute Name_11;Attribute Value_11;Attribute Name_12;Attribute Value_12;Attribute Name_13;Attribute Value_13;Attribute Name_14;Attribute Value_14;Attribute Name_15;Attribute Value_15;Attribute Name_16;Attribute Value_16;Attribute Name_17;Attribute Value_17;Attribute Name_18;Attribute Value_18;Attribute Name_19;Attribute Value_19;Attribute Name_20;Attribute Value_20;Attribute Name_21;Attribute Value_21;Attribute Name_22;Attribute Value_22;Attribute Name_23;Attribute Value_23;ADDITIONAL INFORMATION;LONG DESCRIPTION;FEATURES/BENEFITS;INDIVIDUAL ITEM WEIGHT;PACKAGE/SHIPPING QUANTITY;PACKAGE/SHIPPING WEIGHT;PACKAGE/SHIPPING WIDTH;PACKAGE/SHIPPING LENGTH;PACKAGE/SHIPPING HEIGHT;PACKAGE/SHIPPING VOLUME;IMAGE;MANUFACTURER CATALOG DOCUMENT;MANUFACTURER SPECIFICATION/TECHNICAL DOCUMENT;MANUFACTURER ITEM DATA DOCUMENT;MANUFACTURER INSTALLATION/OPERATOR DOCUMENT;MANUFACTURER MSDS DOCUMENT;MANUFACTURER CAD DRAWING DOCUMENT;MANUFACTURER VIDEO URL;Reference URL_1 (Manufacturer Website);TS_STATUS;TS_COMMENTS FOR CUSTOMER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257344;Burndy LLC;BDBCOVER1; ;"5.36"" x 2.9"", Polycarbonate, 1-Pole Cover, Power Distribution Block Cover";Power Distribution Block Cover; ; ;781810115336;61320;Fuses, Batteries, Signaling, Connecting, Fastening & Tools;Fuses;Accessories - Fuseholders & Fuseblocks;Power Blocks & Distribution Blocks;;39121424;E9787;Power Distribution Block and Accessories;Power Distribution Block Cover;Type;1-Pole Cover;Material;Polycarbonate;Size;5.36 Inch Length x 2.9 Inch Width;Used On;BDB Series Power Distribution Block, Splice/Reducer Block; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;RoHS Compliant;"Power Distribution Block Cover; Type 1-Pole Cover; Material Polycarbonate; Size 5.36 Inch Length x 2.9 Inch Width; Used On BDB Series Power Distribution Block, Splice/Reducer Block; RoHS Compliant";RoHS Compliant; ; ; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100141/BURNDY_BDBCOVER1_Image1.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100104/BURNDYE02851_A52_A53.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100129/BURNDYE08007_1.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100104/BURNDYE07289_1.pdf; ; ; ; ;https://ecat.burndy.com/Comergent/en/US/adirect/fci?cmd=catProductDetail&showAddButton=true&productID=BDBCOVER1&_bcs_=-1%08%23%23%08%23%23%08https%3A%2F%2Fecat.burndy.com%2FComergent%2Fen%2FUS%2Fadirect%2Ffci%3Fcmd%3DcatLanding%08%23%23%08true%08%07100%08BDBCOVER1*%08Search%3DYA25*%08%23%23%08%23%23%08false%08;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1291308;Burndy LLC;BDCSHC112/01; ;14 to 2/0 AWG Run/Tap, 600 V, 175 A, 1-Pole, Copper/Aluminum Conductor, Standard, Power Distribution Block;Power Distribution Block;VERSIPOLE™; ;781810646151;61320;Fuses, Batteries, Signaling, Connecting, Fastening & Tools;Fuses;Accessories - Fuseholders & Fuseblocks;Power Blocks & Distribution Blocks;;39121410;E9111;Power Distribution Block and Accessories;Power Distribution Block;Type;Standard;Voltage Rating;600 Volt;Current Rating;175 Amp;Number of Poles;1;Number of Primary Openings per Pole;1;Primary Opening Wire Size;14 to 2/0 AWG;Number of Secondary Openings per Pole;1;Secondary Opening Wire Size;14 to 2/0 AWG;Conductor Material;Copper/Aluminum;Cover Type;Hinged;Size;1.05 Inch Width x 3.08 Inch Depth x 2.81 Inch Height;Temperature Rating; ;Connector Material; ;Housing Material; ;Color; ;Approval;UL 1953, CSA; ; ; ; ; ; ; ; ; ; ; ; ; ; ;RoHS Compliant;"Power Distribution Block; Type Standard; Voltage Rating 600 Volt; Current Rating 175 Amp; Number of Poles 1; Number of Primary Openings per Pole 1; Primary Opening Wire Size 14 to 2/0 AWG; Number of Secondary Openings per Pole 1; Secondary Opening Wire Size 14 to 2/0 AWG; Conductor Material Copper/Aluminum; Cover Type Hinged; Size 1.05 Inch Width x 3.08 Inch Depth x 2.81 Inch Height; Approval UL 1953, CSA; RoHS Compliant";"Single or Dual Run Connections Allow the User to Minimize the Number of Connections Required; High Short Circuit Rating upto 100 Kilo Amp with Proper Fusing; Suitable for Use with Aluminum or Copper Conductors Providing Maximum Versatility; RoHS Compliant"; ; ; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100141/BURNDY_BDCSHC11201_Image1.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100188/BURNDYE09718_A51.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100188/BURNDYE10119_1.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100103/BURNDYE07294_1.pdf; ; ; ; ;https://ecat.burndy.com/Comergent/en/US/adirect/fci?cmd=catProductDetail&showAddButton=true&productID=BDCSHC112%2F01&_bcs_=-1%08%23%23%08%23%23%08https%3A%2F%2Fecat.burndy.com%2FComergent%2Fen%2FUS%2Fadirect%2Ffci%3Fcmd%3DcatLanding%08%23%23%08true%08%07100%08BDCSHC112%2F01*%08Search%3DBDCSHC112%2F01*%08%23%23%08%23%23%08false%08;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
486722;Craftmade;180658;21725-AGT;One Tier Chandelier, Augustine;Chandelier;Jeremiah Lighting, Preston Place; ;080629800694;72131;Lighting;Lighting ;Incandescent Lighting;Incandescent Chandeliers, Decorative, Table & Floor Lighting;Incandescent Chandeliers;39111506;E9987;Indoor Decorative Lighting Fixture;Chandelier;Type;One Tier;Lamp Type;A;Number of Lamps;5;Wattage;60 Watt;Lamp Base Type;Medium;Lamp Included; ;Material;Steel Body, Light Umber Etched Glass;Finish;Augustine;Overall Length; ;Diameter;25 Inch;Body Length;26.75 Inch;Wire Length;120 Inch;Approval;UL (Canada and US); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"Chain Length 6""; Mounting Type Chain Hung; Application Indoor; Warranty 1 Year";"Chandelier; Type One Tier; Lamp Type A; Number of Lamps 5; Wattage 60 Watt; Lamp Base Type Medium; Material Steel Body, Light Umber Etched Glass; Finish Augustine; Diameter 25""; Body Length 26.75""; Wire Length 120""; Approval UL (Canada and US); Chain Length 6""; Mounting Type Chain Hung; Application Indoor; Warranty 1 Year";"Offers Great Function and Value; 1 Year Warranty"; ; ;20.550 Pound;10.980 Inch;27.990 Inch;25.980 Inch; ;http://images.tradeservice.com/ProductImages/DIR100116/CFTMAD_21725-AGT_LRG.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100101/CFTMADE01362_191.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100151/CFTMADE05800_1.pdf; ;http://images.tradeservice.com/INSTALLATIONSHEETS/DIR100004/CFTMADINST00016.pdf; ; ; ;;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1338249;Dewalt;DCB204; ;20 V, Lithium-Ion, XR Premium, Power Tool Battery Pack;Power Tool Battery Pack; ; ;885911319300;66150;Fuses, Batteries, Signaling, Connecting, Fastening & Tools;Tools;Power Tools;Power Tool Bits, Parts, Accessories;;27112800;M1255;Power Tools and Accessories;Electric Power Tool Accessories;Item;Battery Pack;Type;Lithium-Ion, XR Premium;Designated Size; ;Overall Size; ;Material; ;Finish; ;Used On Power Tool; ;Used On Power Tool Type;Cordless;Used On Model/Brand; ;Used On Equipment Part No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Voltage Rating 20 Volt;"Power Tool Battery Pack; Item Battery Pack; Type Lithium-Ion, XR Premium; Used On Power Tool Type Cordless; Voltage Rating 20 Volt";"Premium XR Lithium-Ion Pack Provides up to 33 Percent More Capacity than Standard 20 Volt Maximum Battery Packs; No Memory and Virtually No Self-Discharge for Maximum Productivity and Less Downtime; 3-LED Fuel Gauge System Allows Immediate Feedback on State of Charge; Weighs 1.42 Pound Allowing User Maximum Run Time in a Lightweight Battery";1.420 Pound; ; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100145/DEWALT_DCB204_Image1.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100147/DEWALTE00413_23.pdf; ; ; ; ; ; ;http://www.dewalt.com/en-us/products/accessories/batteries-and-chargers/batteries/20v-max-premium-xr-lithium-ion-battery-pack/dcb204;Complete; ; ; ; ; ; ; ; ; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ; ;09/22/2017; 
1338124;Dewalt;DW088K; ;Self-Leveling, Cross-Line Laser;Cross-Line Laser;GUARANTEED ROUGH®; ;885911335911;66140;Fuses, Batteries, Signaling, Connecting, Fastening & Tools;Tools;Power Tools;Battery Driven Tools;;41115307;M1274;Power Tool;General Power Tools;Type;Self-Leveling;Input Supply Rating; ;Capacity; ;Motor Rating; ;Speed; ;Pressure Rating; ;Material; ;Size; ;Inclusions/Features;Battery;Applicable Standard; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"Indoor Visibility Range 100 Foot; Working Range 165 Foot; Visible Range 50 Foot; Battery Type Alkaline; Accuracy 1/8 Inch at 30 Foot; Laser Beam Color Red";"Cross-Line Laser; Type Self-Leveling; Inclusions/Features Battery; Indoor Visibility Range 100 Foot; Working Range 165 Foot; Visible Range 50 Foot; Battery Type Alkaline; Accuracy 1/8 Inch at 30 Foot; Laser Beam Color Red";"Projects Bright Crossing Horizontal and Vertical Lines for Various Leveling and Layout Applications; +/- 1/4 Inch Accuracy at 100 Foot; Maintains Full Brightness for Visibility and Extends Range"; ; ; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100145/DEWALT_DW088K_Image1.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100200/DEWALTE00413_106_109_111.pdf; ; ;http://images.tradeservice.com/INSTALLATIONSHEETS/DIR100010/DEWALTINST00184.pdf; ; ; ;http://www.dewalt.com/en-us/products/hand-tools/measuring-and-layout-tools/self-leveling-line-lasers/cross-line-laser/dw088k;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
857375;Dewalt;DW1610; ;"3/8"" x 12"", Black Oxide, 135D Split Point, Extended Length, Aircraft, Drill Bit";Drill Bit; ; ;028874116108;66150;Fuses, Batteries, Signaling, Connecting, Fastening & Tools;Tools;Power Tools;Power Tool Bits, Parts, Accessories;;23241637;M0501;Cutting Tools and Accessories;Drill Bit;Type;Extended Length;Construction;Aircraft;Drill Size;3/8 Inch;Overall Length;12 Inch;Number of Flutes; ;Flute Type; ;Flute Length; ;Shank Type;Taper;Shank Size;3/16 Inch;Direction of Cut; ;Point Angle (DEG);135;Number of Points; ;Material; ;Material Specification; ;Process; ;Finish;Black Oxide;Hardness; ; ; ; ; ; ; ; ; ; ; ; ; ;"Drilling Depth 3.74 Inch; Cut Material Wood; Application General Purpose";"Drill Bit; Type Extended Length; Construction Aircraft; Drill Size 3/8 Inch; Overall Length 12 Inch; Shank Type Taper; Shank Size 3/16 Inch; Point Angle (DEG) 135; Finish Black Oxide; Drilling Depth 3.74 Inch; Cut Material Wood; Application General Purpose";"135 Degree Split Provides Greater Durability to Reduce Breaking; Black Oxide for Greater Wear Resistance; Tapered Web Eliminates the Frustration of Bit Spinning in the Chuck; Patented Core Diameter Reduces Breakage"; ;;;;;;;http://images.tradeservice.com/ProductImages/DIR100138/DEWALT_DW1610.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100184/DEWALTE00413_91.pdf; ; ; ; ; ; ;http://www.dewalt.com/en-us/products/accessories/metal-and-wood-drill-bits/general-purpose-drill-bits/black-oxide-bits;Complete;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1338019;Dewalt;DWE4012; ;"10-5/8"" L, 5/8""-11 TPI, 12000 RPM, 7.5 A, Corded, Small, Angle Grinder";Angle Grinder;GUARANTEED TOUGH®; ;885911351638;66110;Fuses, Batteries, Signaling, Connecting, Fastening & Tools;Tools;Power Tools;Corded Tools  ;;27112749;M1218;Power Tools and Accessories;Electric Grinder/Polisher/Sander;Item;Small Angle Grinder;Item Type;Corded;Belt/Disc/Pad Details; ;Belt/Disc/Pad Size;4-1/2 Inch Diameter;Diameter of Orbit; ;Spindle Size;5/8 Inch-11 TPI;Overall Size;10-5/8 Inch Length;Speed Rating;12000 RPM;Power Rating;850 Watt;Input Supply Rating; ;Current Rating;7.5 Amp;Weight;3.9 Pound; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"Switch Type Paddle; Includes 2-Position Side Handle, Depressed Center Wheel, One-Touch Guard, Hex Wrench";"Angle Grinder; Item Small Angle Grinder; Item Type Corded; Belt/Disc/Pad Size 4-1/2 Inch Diameter; Spindle Size 5/8 Inch-11 TPI; Overall Size 10-5/8 Inch Length; Speed Rating 12000 RPM; Power Rating 850 Watt; Current Rating 7.5 Amp; Weight 3.9 Pound; Switch Type Paddle; Includes 2-Position Side Handle, Depressed Center Wheel, One-Touch Guard, Hex Wrench";"7.5 Amp AC/DC, 12000 RPM Motor Designed for Faster Material Removal and Higher Overload Protection; Hex Wrench Replaces Spanner Wrench to Hex Wrench is Found in Most Tool Boxes if Lost; Quick-Change Wheel Release Allows Tool-Free Wheel Removal Without the Need for a Wrench; Slim, Ergonomic Body Design Provides Increased Comfort in Extended Use Application; One-Touch Guard Allows for a Single Action to Adjust the Guard; No Buttons or Levers, Just Turn the Guard to Position it; Low Profile, Jam-Pot Gear Case Increases Durability and Allows Tool to Fit into Tight Space; 2-Position Removable Side Handle Provides Increased Comfort and Control";3.900 Pound; ; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100145/DEWALT_DWE4012_Image1.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100147/DEWALTE00413_39.pdf; ; ;http://images.tradeservice.com/INSTALLATIONSHEETS/DIR100010/DEWALTINST00185.pdf; ; ; ;http://www.dewalt.com/en-us/products/power-tools/grinders/small-angle-grinders/412-115-mm-paddle-switch-small-angle-grinder/dwe4012;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1337999;Dewalt;DWE7480; ;"10"" x 5/8"", 15 A, 4800 RPM, Table Saw";Table Saw;GUARANTEED TOUGH®; ;885911322461;66110;Fuses, Batteries, Signaling, Connecting, Fastening & Tools;Tools;Power Tools;Corded Tools  ;;27112709;M1228;Power Tools and Accessories;Electric Table Saw;Blade Diameter;10 Inch;Arbor Size;5/8 Inch;Maximum Rip to Right of Blade;24 Inch;Maximum Rip to Left of Blade;12 Inch;Cutting Capacity;3-1/8 Inch at 90 Degree;Table Size; ;Table Height; ;Speed Rating (RPM);4800;Power Rating; ;Input Supply Rating; ;Current Rating;15 Amp;Weight;48 Pound; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"Power Tool Type Corded; Port Diameter 2-1/2 Inch; Includes Miter Gauge, Push stick, Carbide Blade, Site-Pro Modular Guarding System; Used On Compact Job Site";"Table Saw; Blade Diameter 10 Inch; Arbor Size 5/8 Inch; Maximum Rip to Right of Blade 24 Inch; Maximum Rip to Left of Blade 12 Inch; Cutting Capacity 3-1/8 Inch at 90 Degree; Speed Rating (RPM) 4800; Current Rating 15 Amp; Weight 48 Pound; Power Tool Type Corded; Port Diameter 2-1/2 Inch; Includes Miter Gauge, Push stick, Carbide Blade, Site-Pro Modular Guarding System; Used On Compact Job Site";"Rack and Pinion Telescoping Fence Rails Make Fence Adjustments Fast, Smooth and Accurate; Site-Pro Modular Guarding System Allows for Tool Free Adjustments of the Guarding Components Appropriate for Each Application; Onboard Storage Provides Easy Access to the Site-Pro Guarding Components and Push Stick When Not in Use; Blade Can be Adjusted 0 to 45 Degrees for Bevel Application; Adjustable Rear Feet Designed to Level the Saw on Uneven Work Surfaces; 24T Carbide Blade Enhances Cut Quality and Prolongs Blade Life; 24 Inch of RIP Capacity, Easily Cuts a Variety of Larger Shelving and Trim Material; 15 Amp 4800 RPM Motor Quickly RIPs Through Hardwoods with Ease; Metal Roll Cage Base Offers Greater Durability than Plastic Base; Weighing Only 48 Pound, the DWE7480 Can Easily be Moved on and Off the Job; Dust Port Allows for 2-1/2 Inch Vacuum Hook up and Minimizes Clean Up; Table Coating Reduces Friction for Smoother Cutting";48.000 Pound; ; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100145/DEWALT_DWE7480_Image1.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100200/DEWALTE00413_29.pdf; ; ;http://images.tradeservice.com/INSTALLATIONSHEETS/DIR100010/DEWALTINST00186.pdf; ; ; ;http://www.dewalt.com/en-us/products/power-tools/saws/table-saws/10-compact-job-site-table-saw-with-sitepro-modular-guarding-system/dwe7480;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190669;Eaton (Cooper Bussmann);AGC-12; ;"1/4"" x 1-1/4"", 32 VAC, 12 A, 1000 A IR, Ferrule Terminal, Glass Tube, Fast Acting Fuse";Fast Acting Fuse; ;AGC;051712703789;61200;Fuses, Batteries, Signaling, Connecting, Fastening & Tools;Fuses;Small Dimension Fuses;;;39121607;E8764;Small Dimension Fuse;Miniature/Subminiature Fuse;Type;Glass Tube;Characteristics;Fast Acting;Voltage Rating;32 Volt AC;Current Rating;12 Amp;Interrupting Rating;1 Kiloamp at 32 Volt AC;Terminal Type;Ferrule;Diameter;1/4 Inch;Length;1-1/4 Inch;Approval;UL 248-14, CSA, CE; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"Material Nickel Plated Brass (End Cap); Application Electronic Circuit";"Fast Acting Fuse; Type Glass Tube; Characteristics Fast Acting; Voltage Rating 32 Volt AC; Current Rating 12 Amp; Interrupting Rating 1 Kiloamp at 32 Volt AC; Terminal Type Ferrule; Diameter 1/4 Inch; Length 1-1/4 Inch; Approval UL 248-14, CSA, CE; Material Nickel Plated Brass (End Cap); Application Electronic Circuit";"Original Electronic Glass Tube Fuse; Fast-Acting for Maximum Protection; Wide Ampere/Volt Ratings Allow Versatility of Protecting Electronic Circuits";0.007 Pound;10 Pack per Carton; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100159/COBUSS_AGC-12_Image1.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100215/COBUSSE03499_3_9.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100169/EATCORE52805_1.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100102/COBUSSE02463_1-3.pdf; ; ; ; ;http://www.cooperindustries.com/content/public/en/bussmann/electrical/products/electronic_smalldimension/elx_1_4_x_1-1_4_/agc.available_configurations.html;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189893;Eaton (Cooper Bussmann);AGC-25; ;"1/4"" x 1-1/4"", 32 VAC, 25 A, 1000 A IR, Ferrule Terminal, Glass Tube, Fast Acting Fuse";Fast Acting Fuse; ;AGC;051712703956;61200;Fuses, Batteries, Signaling, Connecting, Fastening & Tools;Fuses;Small Dimension Fuses;;;39121607;E8764;Small Dimension Fuse;Miniature/Subminiature Fuse;Type;Glass Tube;Characteristics;Fast Acting;Voltage Rating;32 Volt AC;Current Rating;25 Amp;Interrupting Rating;1 Kiloamp at 32 Volt AC;Terminal Type;Ferrule;Diameter;1/4 Inch;Length;1-1/4 Inch;Approval;UL 248-14, CSA, CE; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"Material Nickel Plated Brass (End Cap); Application Electronic Circuit";"Fast Acting Fuse; Type Glass Tube; Characteristics Fast Acting; Voltage Rating 32 Volt AC; Current Rating 25 Amp; Interrupting Rating 1 Kiloamp at 32 Volt AC; Terminal Type Ferrule; Diameter 1/4 Inch; Length 1-1/4 Inch; Approval UL 248-14, CSA, CE; Material Nickel Plated Brass (End Cap); Application Electronic Circuit";"Original Electronic Glass Tube Fuse; Fast-Acting for Maximum Protection; Wide Ampere/Volt Ratings Allow Versatility of Protecting Electronic Circuits";0.004 Pound;10 Pack per Carton; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100159/COBUSS_AGC-12_Image1.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100215/COBUSSE03499_3_9.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100161/COBUSSE03100_1.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100102/COBUSSE02463_1-3.pdf; ; ; ; ;http://www.cooperindustries.com/content/public/en/bussmann/electrical/products/electronic_smalldimension/elx_1_4_x_1-1_4_/agc.available_configurations.html;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190241;Eaton (Cooper Bussmann);GMA-15; ;5 MM x 20 MM, 125 VAC, 15 A, 150 A IR, Ferrule Terminal, Glass Tube, Fast Acting Fuse;Fast Acting Fuse; ;GMA;051712716871;61200;Fuses, Batteries, Signaling, Connecting, Fastening & Tools;Fuses;Small Dimension Fuses;;;39121607;E8764;Small Dimension Fuse;Miniature/Subminiature Fuse;Type;Glass Tube;Characteristics;Fast Acting;Voltage Rating;125 Volt AC;Current Rating;15 Amp;Interrupting Rating;150 Amp at 125 Volt AC;Terminal Type;Ferrule;Diameter;5 Millimeter;Length;20 Millimeter;Approval;UL/CSA 248-14, CE, PSE; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"Material Nickel Plated Brass (End Cap); Application Electronic Circuit";"Fast Acting Fuse; Type Glass Tube; Characteristics Fast Acting; Voltage Rating 125 Volt AC; Current Rating 15 Amp; Interrupting Rating 150 Amp at 125 Volt AC; Terminal Type Ferrule; Diameter 5 Millimeter; Length 20 Millimeter; Approval UL/CSA 248-14, CE, PSE; Material Nickel Plated Brass (End Cap); Application Electronic Circuit";Fast-Acting for Maximum Protection;0.004 Pound;10 Pack per Carton; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100141/COBUSS_GMA-15_Image1.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100215/COBUSSE03499_3_6.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100169/EATCORE55688_1.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100075/COBUSSE01948_1_2.pdf; ; ; ; ;http://www.cooperindustries.com/content/public/en/bussmann/electrical/products/electronic_smalldimension/elx_5_x_20mm_/gma-v_gma.catalog_numbers_(amps).html;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190644;Eaton (Cooper Bussmann);GMD-2-R; ;5 MM x 20 MM, 250 VAC, 2 A, 100/10000 A IR, Ferrule Terminal, Glass Tube, Low Breaking, Time Delay Fuse;Time Delay Fuse; ;GMD;051712657877;61200;Fuses, Batteries, Signaling, Connecting, Fastening & Tools;Fuses;Small Dimension Fuses;;;39121604;E8764;Small Dimension Fuse;Miniature/Subminiature Fuse;Type;Glass Tube;Characteristics;Time Delay, Low Breaking;Voltage Rating;250 Volt AC;Current Rating;2 Amp;Interrupting Rating;100 Amp at 250 Volt AC, 10 Kiloamp at 125 Volt AC;Terminal Type;Ferrule;Diameter;5 Millimeter;Length;20 Millimeter;Approval;UL/CSA 248-14, CE, PSE/JET; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"RoHS Compliant; Material Nickel Plated Brass (End Cap); Application Electronic Circuit";"Time Delay Fuse; Type Glass Tube; Characteristics Time Delay, Low Breaking; Voltage Rating 250 Volt AC; Current Rating 2 Amp; Interrupting Rating 100 Amp at 250 Volt AC, 10 Kiloamp at 125 Volt AC; Terminal Type Ferrule; Diameter 5 Millimeter; Length 20 Millimeter; Approval UL/CSA 248-14, CE, PSE/JET; RoHS Compliant; Material Nickel Plated Brass (End Cap); Application Electronic Circuit";"Time Delay for Inductive Circuits; RoHS Compliant";0.002 Pound;10 Pack per Carton; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100159/COBUSS_GMD-2-R_Image1.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100215/COBUSSE03499_3_7.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100169/EATCORE55810_1.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100215/COBUSSE03509_1_2.pdf; ; ; ; ;http://www.cooperindustries.com/content/public/en/bussmann/electrical/products/electronic_smalldimension/elx_5_x_20mm_/gmd-v_gmd.html?_ga=2.74548370.1209556755.1518774135-1210712886.1511954454;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
